id,user_id,name,amount,speed
746,11,Andalax,471180.0,11.23
747,24,Lotstring,900076.9,7.62
748,95,Kanlam,548332.5,28.93
749,63,Latlux,539965.3,24.61
750,68,Alpha,408302.5,25.63
751,17,Treeflex,505.2,78.97
752,92,Cookley,856229.7,40.58
753,2,Ronstring,353337.1,84.32
754,44,It,447884.0,78.02
755,2,Trippledex,580337.9,1.12
756,10,Ventosanzap,187701.9,80.41
757,49,Otcom,530806.9,29.39
758,37,Pannier,769701.1,50.0
759,94,Sub-Ex,76538.6,28.32
760,100,Alpha,665923.7,62.67
761,18,Fix San,957607.1,76.36
762,33,Otcom,753055.9,88.86
763,37,Matsoft,445727.1,37.29
764,58,Span,963392.6,27.07
765,53,Latlux,170232.2,50.79
766,3,Ventosanzap,150096.6,82.1
767,4,Vagram,284129.7,29.24
768,55,Konklux,608268.6,27.47
769,83,Viva,426641.0,28.53
770,49,Job,163087.3,20.13
771,2,Redhold,724804.2,31.38
772,46,Bytecard,22489.1,20.84
773,83,Veribet,545989.7,28.25
774,6,Y-find,238178.3,84.02
775,40,Veribet,282751.4,90.42
776,53,Cardify,426993.7,67.31
777,52,Trippledex,300898.0,17.34
778,33,Subin,219247.4,61.21
779,26,Pannier,953593.6,81.05
780,10,Tin,881948.9,11.98
781,20,Otcom,469976.0,62.06
782,85,It,414416.5,87.33
783,52,Cardguard,88122.8,15.67
784,60,Tres-Zap,822494.7,34.71
785,50,Wrapsafe,163901.0,12.77
786,45,Namfix,100099.2,79.13
787,45,Lotlux,436162.2,16.93
788,97,Temp,961853.7,78.06
789,80,Zontrax,218617.8,35.91
790,26,Aerified,99946.1,34.88
791,64,Tampflex,32407.2,45.61
792,76,Konklux,762125.5,97.02
793,60,Sonair,594799.4,15.06
794,48,Vagram,404754.3,23.56
795,49,Andalax,803216.5,23.79
796,81,Lotstring,917787.6,90.79
797,54,Alpha,384806.5,10.97
798,91,Quo Lux,150907.1,76.63
799,67,Flexidy,921959.6,16.62
800,29,Bigtax,433962.5,26.09
801,37,Span,459281.5,45.2
802,91,Stim,291625.6,1.39
803,58,Andalax,991077.1,46.91
804,44,Flowdesk,654020.6,42.52
805,18,Bytecard,337037.1,91.1
806,69,Lotlux,625328.0,67.35
807,81,Lotlux,690275.5,45.83
808,90,Konklux,151114.7,18.06
809,36,Toughjoyfax,740390.5,44.23
810,67,Bamity,596072.6,88.63
811,39,Voyatouch,621772.2,52.79
812,16,Tempsoft,398443.6,72.4
813,69,Cardify,45166.0,78.52
814,42,Cardguard,942079.0,60.28
815,34,Veribet,426013.3,32.58
816,50,Konklux,659207.2,29.84
817,76,Zontrax,590542.8,89.86
818,48,Subin,974649.2,83.11
819,44,Domainer,386153.5,53.42
820,5,Opela,232199.8,3.04
821,15,Matsoft,686002.6,15.26
822,40,Cardguard,356591.8,80.01
823,39,Transcof,149563.4,45.42
824,33,Trippledex,813790.5,27.01
825,3,Fix San,611039.0,47.71
826,7,Viva,423081.0,61.31
827,77,Stim,97422.7,99.62
828,6,Overhold,298949.0,68.51
829,41,Rank,362709.1,59.4
830,93,Viva,210699.1,29.79
831,8,Bitwolf,146555.5,13.68
832,55,Fintone,13193.9,27.88
833,68,Duobam,341145.2,58.53
834,93,Aerified,157583.6,63.86
835,57,Bytecard,241977.4,86.75
836,32,Bigtax,182379.5,69.12
837,98,Lotstring,896635.3,68.04
838,22,Wrapsafe,5711.9,25.44
839,25,Asoka,884986.5,4.39
840,20,Duobam,370920.4,58.57
841,35,Lotstring,646933.4,1.98
842,9,Alphazap,458726.5,22.36
843,10,Lotstring,847011.2,51.97
844,81,Stronghold,968919.2,70.64
845,49,Voyatouch,983228.8,42.07
846,75,Fix San,939002.4,1.31
847,12,Voltsillam,73595.7,81.34
848,86,Opela,476742.3,94.37
849,95,Fixflex,459661.8,63.2
850,80,Konklab,334227.6,68.07
851,17,Vagram,592572.8,13.45
852,14,Redhold,789050.2,5.38
853,17,Tampflex,941752.2,55.07
854,84,Y-find,612572.9,77.89
855,34,Bitwolf,849824.1,32.98
856,3,Cookley,814442.2,14.64
857,33,Hatity,461802.5,45.51
858,54,Konklux,95894.5,30.77
859,45,Stringtough,989599.2,21.8
860,98,Matsoft,42839.2,19.6
861,79,Stringtough,882554.0,99.97
862,82,Namfix,972299.2,43.18
863,52,Span,106165.8,59.73
864,3,Zaam-Dox,473042.1,50.8
865,100,Treeflex,330399.0,71.61
866,51,Biodex,522155.4,34.15
867,27,Bamity,374461.8,11.24
868,1,Tempsoft,997909.1,94.05
869,37,Tres-Zap,741618.5,23.98
870,30,Overhold,910052.8,42.68
871,5,Viva,477363.4,44.46
872,62,Lotlux,817711.9,97.08
873,92,Andalax,465683.0,82.22
874,96,Sonair,258196.6,42.25
875,10,Y-find,17157.0,2.62
876,52,Cardguard,594375.6,11.28
877,52,Hatity,613140.2,93.9
878,11,It,281216.0,42.19
879,87,Alpha,809072.2,72.48
880,23,Bigtax,84434.6,22.3
881,14,Voltsillam,572303.4,87.6
882,79,Konklux,80995.0,23.2
883,64,Fintone,620898.7,12.03
884,54,Alpha,690912.1,19.79
885,91,Vagram,522787.8,91.63
886,48,Tres-Zap,86782.1,73.01
887,64,Span,541309.3,8.38
888,60,Bamity,340411.2,34.71
889,25,Asoka,172546.1,17.46
890,80,Bytecard,855926.7,29.24
891,87,Home Ing,87324.4,62.04
892,27,Bytecard,484917.1,73.5
893,94,Home Ing,198893.3,86.88
894,56,Bamity,576439.8,34.7
895,25,Bitwolf,761006.2,8.37
896,22,Cookley,786602.8,88.38
897,23,Sonsing,858928.6,79.43
898,61,Alphazap,977024.1,69.53
899,36,Latlux,335194.7,48.91
900,50,Aerified,222165.4,69.64
901,72,Cardify,323725.8,30.1
902,95,Duobam,495853.7,88.51
903,62,Sub-Ex,644457.0,84.22
904,65,Tresom,374925.2,49.52
905,92,Sonair,314688.6,69.8
906,10,Flowdesk,444473.6,52.65
907,66,Vagram,137024.7,63.02
908,91,Gembucket,153744.6,37.28
909,100,Zontrax,166962.1,69.5
910,84,Span,258393.6,84.78
911,94,Tin,184504.4,33.46
912,73,Opela,933991.5,38.12
913,89,Holdlamis,66358.8,90.05
914,16,Job,277968.3,48.78
915,39,Andalax,674491.0,36.99
916,92,Tres-Zap,193101.8,30.32
917,24,Bamity,688917.0,97.71
918,100,Fintone,592146.6,83.96
919,13,Rank,657027.0,95.12
920,95,Zontrax,74519.1,28.84
921,38,Tempsoft,775118.0,73.63
922,61,Tin,464716.4,55.7
923,46,Span,553991.7,39.86
924,75,Rank,166628.8,68.31
925,42,Zamit,230205.6,10.92
926,6,Alphazap,278379.9,98.87
927,24,Zathin,494156.9,59.54
928,15,Matsoft,662010.0,48.9
929,89,Job,410390.7,89.69
930,77,Stronghold,755269.3,61.24
931,44,Veribet,128458.9,9.32
932,56,Cardguard,128541.7,54.99
933,17,Konklux,981118.2,12.08
934,1,Gembucket,592512.6,64.44
935,50,Cardguard,649352.1,26.6
936,39,Cookley,808719.9,65.29
937,47,Asoka,384825.3,5.84
938,63,Zontrax,682866.9,70.44
939,16,Stringtough,46088.3,99.25
940,61,Y-Solowarm,128222.0,14.2
941,68,Tin,944969.3,39.6
942,18,Veribet,280394.7,23.0
943,29,Tampflex,853326.2,90.46
944,75,Cookley,85434.9,99.69
945,86,Overhold,315931.3,21.48
946,85,Y-find,711493.4,66.47
947,70,Pannier,93283.8,99.77
948,74,Viva,378867.7,40.12
949,10,Vagram,131187.1,14.07
950,45,Cookley,260979.5,20.01
951,98,Keylex,41689.9,88.06
952,93,Daltfresh,106570.5,61.75
953,30,Toughjoyfax,366678.2,2.18
954,46,Konklab,600532.5,63.09
955,57,Fix San,153106.5,25.02
956,73,Latlux,307365.6,62.29
957,20,Tampflex,817273.4,26.08
958,92,Sonsing,731943.4,83.97
959,91,Toughjoyfax,275967.8,93.0
960,5,Veribet,715337.9,99.56
961,94,Tempsoft,817776.4,62.21
962,83,Toughjoyfax,900793.7,70.15
963,25,Tin,836899.1,96.03
964,15,Y-find,513596.4,12.16
965,16,Alphazap,379565.2,67.88
966,9,Voltsillam,331151.6,49.58
967,58,Holdlamis,808362.1,73.17
968,63,Stringtough,421134.6,76.28
969,9,Prodder,258735.6,70.28
970,16,Latlux,389275.3,14.84
971,16,Holdlamis,184822.2,29.1
972,70,Cardguard,223040.9,5.88
973,21,Tin,351616.3,87.19
974,23,Zontrax,686105.0,94.3
975,75,Alphazap,597760.7,86.4
976,32,Bitchip,122695.0,24.53
977,43,Konklab,435129.4,23.13
978,97,Overhold,262711.1,81.03
979,28,It,841737.4,96.99
980,74,Subin,558122.4,38.53
981,65,Ventosanzap,204903.9,48.89
982,17,Holdlamis,38954.9,57.56
983,48,Cardify,914013.9,85.95
984,28,Prodder,532840.5,80.31
985,53,Zoolab,291809.8,83.73
986,24,Zoolab,158628.7,4.9
987,34,Otcom,711129.5,93.29
988,6,Konklux,542179.8,13.89
989,18,Fix San,6119.4,16.32
990,12,Bigtax,26557.3,37.2
991,95,Pannier,525154.8,10.54
992,40,Holdlamis,347853.3,78.56
993,6,Viva,642737.8,97.91
994,48,Gembucket,848680.4,42.13
995,63,Bytecard,794160.4,99.69
996,66,Vagram,16258.6,29.89
997,96,Prodder,565773.9,82.3
998,80,Vagram,123220.3,26.77
999,48,Bytecard,290830.6,79.52
1000,85,Cardify,863963.4,21.09
